"Curso ID","Curso","Tema #","Tema","Preguntas","Estado video","URL actual","Dónde editar"
"historia","Historia Universal","2","Primeras civilizaciones y mundo clásico","40","PENDIENTE","","json/videos-cursos.json"
"historia","Historia Universal","3","Edad Media","40","PENDIENTE","","json/videos-cursos.json"
"historia","Historia Universal","4","Expansión europea y mundo colonial","40","PENDIENTE","","json/videos-cursos.json"
"historia","Historia Universal","5","Absolutismo y era de las revoluciones","40","PENDIENTE","","json/videos-cursos.json"
"historia","Historia Universal","6","Revolución Industrial, imperialismo y Primera Guerra Mundial","40","PENDIENTE","","json/videos-cursos.json"
"historia","Historia Universal","7","Del siglo XX al mundo contemporáneo","40","PENDIENTE","","json/videos-cursos.json"
"historia_peru","Historia del Perú","1","Poblamiento de América y surgimiento cultural","40","PENDIENTE","","json/videos-cursos.json"
"historia_peru","Historia del Perú","2","Del Formativo a los Estados Regionales","40","PENDIENTE","","json/videos-cursos.json"
"historia_peru","Historia del Perú","3","El Tahuantinsuyo","40","PENDIENTE","","json/videos-cursos.json"
"historia_peru","Historia del Perú","4","Establecimiento del orden virreinal","40","PENDIENTE","","json/videos-cursos.json"
"historia_peru","Historia del Perú","5","Proceso de independencia americana","40","PENDIENTE","","json/videos-cursos.json"
"historia_peru","Historia del Perú","6","Política, economía y sociedad en Latinoamérica y el Perú","40","PENDIENTE","","json/videos-cursos.json"
"historia_peru","Historia del Perú","7","El Perú en el siglo XX (1920-1980)","40","PENDIENTE","","json/videos-cursos.json"
"historia_peru","Historia del Perú","8","El Perú de fines del siglo XX al siglo XXI","40","PENDIENTE","","json/videos-cursos.json"
"lenguaje","Lenguaje","1","Comunicación y realidad lingüística","40","PENDIENTE","","json/videos-cursos.json"
"lenguaje","Lenguaje","2","Fonología de la lengua española","40","PENDIENTE","","json/videos-cursos.json"
"lenguaje","Lenguaje","3","Gramática: la palabra","40","PENDIENTE","","json/videos-cursos.json"
"lenguaje","Lenguaje","4","La oración gramatical","40","PENDIENTE","","json/videos-cursos.json"
"lenguaje","Lenguaje","5","Ortografía","40","PENDIENTE","","json/videos-cursos.json"
"literatura","Literatura","1","Conceptos literarios","40","PENDIENTE","","json/videos-cursos.json"
"literatura","Literatura","2","Literatura peruana","40","PENDIENTE","","json/videos-cursos.json"
"literatura","Literatura","3","Literatura universal","40","PENDIENTE","","json/videos-cursos.json"
"medio_ambiente","Medio Ambiente","1","Fundamentos de ecología","40","PENDIENTE","","json/videos-cursos.json"
"medio_ambiente","Medio Ambiente","2","Problemas ambientales globales","40","PENDIENTE","","json/videos-cursos.json"
"medio_ambiente","Medio Ambiente","3","Conservación y desarrollo sostenible","40","PENDIENTE","","json/videos-cursos.json"
"medio_ambiente","Medio Ambiente","4","Recursos naturales","40","PENDIENTE","","json/videos-cursos.json"
"medio_ambiente","Medio Ambiente","5","Procesos ambientales aplicados","40","PENDIENTE","","json/videos-cursos.json"
"psicologia","Psicología","1","Introducción a la psicología","40","PENDIENTE","","json/videos-cursos.json"
"psicologia","Psicología","2","Bases biológicas del comportamiento","40","PENDIENTE","","json/videos-cursos.json"
"psicologia","Psicología","3","Procesos psicológicos básicos","40","PENDIENTE","","json/videos-cursos.json"
"psicologia","Psicología","4","Aprendizaje","40","PENDIENTE","","json/videos-cursos.json"
"psicologia","Psicología","5","Desarrollo humano","40","PENDIENTE","","json/videos-cursos.json"
"psicologia","Psicología","6","Personalidad e identidad","40","PENDIENTE","","json/videos-cursos.json"
"psicologia","Psicología","7","Afectividad y motivación","40","PENDIENTE","","json/videos-cursos.json"
"quimica","Química","1","Fundamentos de la química y la materia","40","PENDIENTE","","json/videos-cursos.json"
"quimica","Química","2","Estructura atómica","40","PENDIENTE","","json/videos-cursos.json"
"quimica","Química","3","Tabla periódica","40","PENDIENTE","","json/videos-cursos.json"
"quimica","Química","4","Enlace químico y fuerzas intermoleculares","40","PENDIENTE","","json/videos-cursos.json"
"quimica","Química","5","Compuestos inorgánicos y nomenclatura","40","PENDIENTE","","json/videos-cursos.json"
"quimica","Química","6","Reacciones químicas y estequiometría","40","PENDIENTE","","json/videos-cursos.json"
"quimica","Química","7","Estados de la materia","40","PENDIENTE","","json/videos-cursos.json"
"quimica","Química","8","Química orgánica","40","PENDIENTE","","json/videos-cursos.json"
"rm","Razonamiento Matemático","1","Organización y orden de la información","40","LISTO","https://youtu.be/kOkIUuQ8gm0","json/videos-cursos.json"
"rm","Razonamiento Matemático","2","Razonamiento lógico","40","LISTO","https://www.youtube.com/watch?v=bjALESEAoZk&t=2349s","json/videos-cursos.json"
"rm","Razonamiento Matemático","3","Conteo de figuras","40","LISTO","https://youtu.be/mmw9ojvIHnA","json/videos-cursos.json"
"rm","Razonamiento Matemático","4","Análisis combinatorio","40","LISTO","https://youtu.be/bTGrYmpzkIY","json/videos-cursos.json"
"rm","Razonamiento Matemático","5","Sucesiones","40","LISTO","https://youtu.be/6lL5RZrqqfw","json/videos-cursos.json"
"rm","Razonamiento Matemático","6","Analogías y distribuciones","40","LISTO","https://youtu.be/fgf3slCieyg","json/videos-cursos.json"
"rm","Razonamiento Matemático","7","Operadores matemáticos","40","LISTO","https://youtu.be/X-S7yk6LGn4","json/videos-cursos.json"
"rm","Razonamiento Matemático","8","Planteo y resolución mediante ecuaciones","40","LISTO","https://youtu.be/veBhc1BUxds","json/videos-cursos.json"
"rm","Razonamiento Matemático","9","Áreas y perímetros","40","LISTO","https://youtu.be/psCvCf_AqAw","json/videos-cursos.json"
"rm","Razonamiento Matemático","10","Problemas lúdicos y mecánicos","40","LISTO","https://www.youtube.com/watch?v=obzl-zCFW74","json/videos-cursos.json"
"rv","Razonamiento Verbal","1","Semántica de la palabra","40","PENDIENTE","","json/videos-cursos.json"
"rv","Razonamiento Verbal","2","Sinonimia y antonimia contextual","40","PENDIENTE","","json/videos-cursos.json"
"rv","Razonamiento Verbal","3","Analogías verbales","40","PENDIENTE","","json/videos-cursos.json"
"rv","Razonamiento Verbal","4","Término excluido y series verbales","40","PENDIENTE","","json/videos-cursos.json"
"rv","Razonamiento Verbal","5","Cohesión y coherencia del texto","40","PENDIENTE","","json/videos-cursos.json"
"rv","Razonamiento Verbal","6","Conectores lógicos y referentes","40","PENDIENTE","","json/videos-cursos.json"
"rv","Razonamiento Verbal","7","Oraciones incompletas","40","PENDIENTE","","json/videos-cursos.json"
"rv","Razonamiento Verbal","8","Eliminación de oraciones","40","PENDIENTE","","json/videos-cursos.json"
"rv","Razonamiento Verbal","9","Plan de redacción","40","PENDIENTE","","json/videos-cursos.json"
"trigonometria","Trigonometría","1","Sistemas de medida angular","40","PENDIENTE","","json/videos-cursos.json"
"trigonometria","Trigonometría","2","Razones trigonométricas","40","PENDIENTE","","json/videos-cursos.json"
"trigonometria","Trigonometría","3","Reducción al primer cuadrante","40","PENDIENTE","","json/videos-cursos.json"
"trigonometria","Trigonometría","4","Funciones trigonométricas","40","PENDIENTE","","json/videos-cursos.json"
"trigonometria","Trigonometría","5","Identidades trigonométricas","40","PENDIENTE","","json/videos-cursos.json"
"trigonometria","Trigonometría","6","Ecuaciones e inecuaciones trigonométricas","40","PENDIENTE","","json/videos-cursos.json"
"trigonometria","Trigonometría","7","Resolución de triángulos oblicuángulos","40","PENDIENTE","","json/videos-cursos.json"
